ST_CASE,STATENAME,COUNTYNAME,CITYNAME,PEDS,FATALS,Date,LATITUDE,LONGITUD
371212,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-10-24,34.49133333,-79.00856667
371213,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-10-30,34.52229167,-79.01344722
371214,North Carolina,ROWAN ,NOT APPLICABLE,1,1,2021-10-22,35.52405278,-80.66953333
371215,North Carolina,ROWAN ,NOT APPLICABLE,1,1,2021-10-18,35.59612222,-80.31889722
371216,North Carolina,RUTHERFORD ,NOT APPLICABLE,0,1,2021-10-16,35.18216389,-81.81359444
371217,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-10-11,35.00309167,-78.64444722
371218,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-10-26,34.84331944,-78.25768889
371219,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-10-02,34.91030278,-79.375875
371220,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-10-13,35.27996111,-80.30325
371221,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-10-07,36.50455833,-80.74149167
371222,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-10-19,36.28381389,-80.8199
371223,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-10-27,36.54586111,-80.88094167
371224,North Carolina,SURRY ,NOT APPLICABLE,0,1,2021-10-27,36.52089444,-80.52556111
371225,North Carolina,SWAIN ,NOT APPLICABLE,0,1,2021-10-12,35.43436111,-83.39844444
371226,North Carolina,TRANSYLVANIA ,NOT APPLICABLE,0,1,2021-10-28,35.14559444,-82.83499722
371227,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-10-08,35.02421944,-80.52135556
371228,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-10-11,36.36734167,-78.45275556
371229,North Carolina,VANCE ,NOT APPLICABLE,0,1,2021-10-14,36.3832,-78.34717222
371230,North Carolina,VANCE ,NOT APPLICABLE,0,2,2021-10-29,36.31452778,-78.36267222
371231,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-10-10,35.64979444,-78.96809722
371232,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-10-11,36.00793611,-78.61960556
371233,North Carolina,WAKE ,KNIGHTDALE,1,1,2021-10-17,35.80211389,-78.515175
371234,North Carolina,WAKE ,GARNER,0,1,2021-10-28,35.67604722,-78.63869722
371235,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-10-26,35.775575,-78.44676944
371236,North Carolina,WARREN ,NOT APPLICABLE,0,2,2021-10-03,36.27424722,-78.23630556
371237,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-10-03,34.88998611,-79.22024722
371238,North Carolina,WARREN ,NOT APPLICABLE,1,1,2021-10-09,36.41914722,-78.15297222
371239,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-10-14,36.23455278,-80.731125
371240,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-10-29,36.11850833,-80.78809722
371241,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-10-16,36.07939722,-80.33221111
371242,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-31,35.22508056,-80.8665
371243,North Carolina,ALEXANDER ,NOT APPLICABLE,0,1,2021-11-30,35.81541667,-81.30595278
371244,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-11-12,34.57369444,-78.51627778
371245,North Carolina,BRUNSWICK ,NOT APPLICABLE,0,1,2021-11-19,33.93836944,-78.55541667
371246,North Carolina,CABARRUS ,KANNAPOLIS,1,1,2021-11-13,35.49635556,-80.62945
371247,North Carolina,CALDWELL ,NOT APPLICABLE,0,1,2021-11-30,36.06393889,-81.60894444
371248,North Carolina,CATAWBA ,NOT APPLICABLE,1,1,2021-11-04,35.69207778,-81.35652222
371249,North Carolina,CATAWBA ,NOT APPLICABLE,0,2,2021-11-08,35.70063611,-81.39258056
371250,North Carolina,MECKLENBURG ,MINT HILL,0,1,2021-06-16,35.15442222,-80.63788333
371251,North Carolina,MONTGOMERY ,NOT APPLICABLE,0,1,2021-06-16,35.31898611,-79.76165278
371252,North Carolina,CABARRUS ,CONCORD,0,2,2021-08-19,35.43485556,-80.65806667
371253,North Carolina,HERTFORD ,NOT APPLICABLE,0,2,2021-07-13,36.29624444,-76.94598889
371254,North Carolina,WILSON ,WILSON,1,1,2021-07-16,35.71932778,-77.91372222
371255,North Carolina,CARTERET ,NOT APPLICABLE,0,1,2021-08-29,34.84448889,-76.88285833
371256,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-11-23,35.66803611,-81.33013611
371257,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-11-25,35.74625833,-79.21251111
371258,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-11-30,36.07794167,-79.24086667
371259,North Carolina,CRAVEN ,NOT APPLICABLE,0,1,2021-11-21,35.13218333,-77.21253889
371260,North Carolina,CUMBERLAND ,FAYETTEVILLE,1,1,2021-11-06,35.086675,-78.87957222
371261,North Carolina,CUMBERLAND ,NOT APPLICABLE,1,1,2021-11-19,35.01142778,-78.89724167
371262,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,3,2021-11-19,35.01625556,-78.92728611
371263,North Carolina,CUMBERLAND ,FAYETTEVILLE,0,1,2021-11-23,35.09766667,-78.89266944
371264,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-11-08,35.79824722,-80.20885278
371265,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-11-24,35.96408056,-80.12739444
371266,North Carolina,DUPLIN ,NOT APPLICABLE,0,1,2021-11-22,34.78255278,-78.135425
371267,North Carolina,DURHAM ,DURHAM,1,1,2021-10-29,36.00365278,-78.88606389
371268,North Carolina,DURHAM ,DURHAM,1,1,2021-11-07,35.898925,-78.84988611
371269,North Carolina,EDGECOMBE ,NOT APPLICABLE,0,1,2021-11-19,35.88408333,-77.48112222
371270,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-11-12,36.087975,-80.22896389
371271,North Carolina,FORSYTH ,CLEMMONS,0,1,2021-11-04,36.04151111,-80.38695
371272,North Carolina,FRANKLIN ,NOT APPLICABLE,0,1,2021-11-25,36.06772222,-78.52613333
371273,North Carolina,GASTON ,DALLAS,0,1,2021-11-02,35.31708056,-81.18690833
371274,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-11-12,36.06998889,-79.78696389
371275,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-11-09,35.96957222,-79.79294167
371276,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-11-14,35.9755,-79.91328611
371277,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-11-27,36.160975,-79.72223889
371278,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-11-04,35.92085833,-79.85769722
371279,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-11-02,35.28261111,-79.13378611
371280,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-11-08,35.41331389,-78.64853611
371281,North Carolina,HENDERSON ,NOT APPLICABLE,0,1,2021-11-02,35.19996667,-82.48285
371282,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-11-11,34.94911667,-79.11355833
371283,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-11-18,34.96217222,-79.20416389
371284,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-11-06,35.84761111,-80.73065833
371285,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-11-06,35.54303611,-78.32141389
371286,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-11-12,35.49381389,-78.63239444
371287,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-11-14,35.71314722,-78.38526944
371288,North Carolina,JOHNSTON ,NOT APPLICABLE,0,1,2021-11-25,35.48896111,-78.57108611
371289,North Carolina,JOHNSTON ,NOT APPLICABLE,1,1,2021-11-29,35.37341389,-78.54396944
371290,North Carolina,LEE ,NOT APPLICABLE,0,1,2021-11-08,35.3608,-79.23716944
371291,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-11-05,35.53405833,-81.18578611
371292,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-11-05,35.25536111,-80.79963889
371294,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-11-23,35.31726111,-80.73858333
371295,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-11-16,35.22912778,-80.91654722
371296,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-11-25,35.30513056,-80.85821667
371297,North Carolina,MECKLENBURG ,CHARLOTTE,1,2,2021-11-24,35.24017778,-80.90793611
371298,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-11-25,35.06392222,-80.80437778
371299,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-11-08,35.31273056,-79.26714167
371300,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-11-09,36.038675,-77.78750556
371301,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-11-22,35.87877222,-77.94925
371302,North Carolina,NASH ,NOT APPLICABLE,0,1,2021-11-10,35.82696667,-78.09340278
371303,North Carolina,NEW HANOVER ,WILMINGTON,0,1,2021-11-07,34.25959167,-77.83306667
371304,North Carolina,NORTHAMPTON ,NOT APPLICABLE,0,1,2021-11-13,36.51847778,-77.84183333
371305,North Carolina,ONSLOW ,NOT APPLICABLE,0,1,2021-11-26,34.836625,-77.22837778
371306,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-11-06,34.35978611,-77.71905278
371307,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-11-24,35.567575,-77.2017
371308,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-11-07,35.89335833,-79.87545833
371309,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-11-02,34.80433889,-78.88690833
371310,North Carolina,ROBESON ,NOT APPLICABLE,1,1,2021-11-08,34.70045,-79.20776667
371311,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-11-13,34.56252222,-79.17639444
371312,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-11-13,34.79888333,-78.97996389
371313,North Carolina,ROBESON ,LUMBERTON,0,1,2021-11-28,34.61494167,-79.00778889
371314,North Carolina,ROBESON ,NOT APPLICABLE,0,2,2021-11-23,34.68519444,-79.27226111
371315,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-11-02,36.36415,-79.73535833
371316,North Carolina,ROCKINGHAM ,NOT APPLICABLE,1,1,2021-11-09,36.45891389,-79.83765
371317,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-11-19,36.44753333,-79.86426111
371318,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-11-06,35.58600833,-80.54733056
371319,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-11-05,35.64342222,-80.58456389
371320,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-11-04,35.04303333,-78.49899167
371321,North Carolina,SAMPSON ,NOT APPLICABLE,0,1,2021-11-26,35.15709167,-78.59740833
371322,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-11-04,34.75714722,-79.36654722
371323,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-11-09,34.90485,-79.44809444
371324,North Carolina,SCOTLAND ,NOT APPLICABLE,0,1,2021-11-19,34.70626389,-79.48168056
371325,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-11-11,35.26849444,-80.3708
371326,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-11-29,35.56157778,-78.83206944
371327,North Carolina,WILSON ,WILSON,0,1,2021-11-07,35.745225,-77.96531944
371328,North Carolina,WILSON ,NOT APPLICABLE,0,1,2021-11-07,35.804075,-77.98170833
371329,North Carolina,YADKIN ,NOT APPLICABLE,0,1,2021-11-01,36.06484444,-80.60686389
371330,North Carolina,ALAMANCE ,BURLINGTON,1,1,2021-12-18,36.07175,-79.43708889
371331,North Carolina,ALAMANCE ,NOT APPLICABLE,0,1,2021-12-11,36.05163333,-79.36163333
371332,North Carolina,ALAMANCE ,GRAHAM,0,1,2021-12-26,36.07089167,-79.35186111
371333,North Carolina,ALEXANDER ,NOT APPLICABLE,0,1,2021-12-17,35.91277778,-81.33167222
371334,North Carolina,BERTIE ,NOT APPLICABLE,0,1,2021-12-02,36.00656111,-76.75720278
371335,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-12-22,34.83605833,-78.89403889
371336,North Carolina,BUNCOMBE ,Other,1,1,2021-12-05,35.62166944,-82.57400278
371337,North Carolina,BUNCOMBE ,ASHEVILLE,0,1,2021-12-12,35.57834722,-82.49802222
371338,North Carolina,CABARRUS ,KANNAPOLIS,1,1,2021-12-02,35.50192222,-80.60790833
371339,North Carolina,CABARRUS ,KANNAPOLIS,0,1,2021-12-19,35.48793611,-80.62324444
371340,North Carolina,CABARRUS ,NOT APPLICABLE,0,1,2021-12-12,35.32816111,-80.56338056
371341,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-12-17,35.61352778,-81.24098889
371342,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-12-21,35.68928056,-81.03355833
371343,North Carolina,CHATHAM ,NOT APPLICABLE,0,1,2021-12-07,35.73333611,-79.37408333
371344,North Carolina,CLAY ,NOT APPLICABLE,0,1,2021-12-01,35.07438056,-83.60870556
371345,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,2,2021-12-19,35.05746667,-78.70525278
371346,North Carolina,CUMBERLAND ,NOT APPLICABLE,0,1,2021-12-11,77.7777,777.7777
371347,North Carolina,CURRITUCK ,NOT APPLICABLE,0,1,2021-12-14,36.55037222,-76.19257778
371348,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-12-02,35.77411667,-80.34093889
371349,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-12-12,35.72644444,-80.26586389
371350,North Carolina,DURHAM ,DURHAM,0,1,2021-12-19,35.974875,-78.93619167
371351,North Carolina,DURHAM ,DURHAM,0,1,2021-12-29,36.00849444,-78.96751389
371352,North Carolina,EDGECOMBE ,NOT APPLICABLE,1,1,2021-12-03,35.79147222,-77.53580278
371353,North Carolina,FORSYTH ,WINSTON SALEM,0,1,2021-12-10,36.06726667,-80.25804444
371354,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-12-11,36.16652778,-80.26158611
371355,North Carolina,GASTON ,GASTONIA,0,1,2021-12-18,35.23179722,-81.17919444
371356,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-12-19,36.43063889,-78.53590556
371357,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-12-10,36.389375,-78.692175
371358,North Carolina,GRANVILLE ,NOT APPLICABLE,0,1,2021-12-24,36.11026389,-78.71883889
371359,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-12-03,36.05095,-79.73303889
371360,North Carolina,GUILFORD ,GREENSBORO,0,1,2021-12-03,36.02939722,-79.80701944
371361,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-12-04,36.03605,-79.84981667
371362,North Carolina,GUILFORD ,SUMMERFIELD,0,1,2021-12-29,36.23196111,-79.84663611
371363,North Carolina,GUILFORD ,GREENSBORO,0,2,2021-12-24,36.03953056,-79.78040278
371364,North Carolina,GUILFORD ,NOT APPLICABLE,0,1,2021-12-24,36.00446944,-79.82670278
371365,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-12-04,36.16961667,-77.7747
371366,North Carolina,HALIFAX ,NOT APPLICABLE,1,1,2021-12-06,36.44941389,-77.72599167
371367,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-12-22,36.37516389,-77.58998056
371368,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-12-15,35.41676111,-78.87458333
371369,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-12-18,35.4619,-78.71244722
371370,North Carolina,HARNETT ,NOT APPLICABLE,1,1,2021-12-20,35.33799167,-78.9629
371371,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-12-17,34.94864444,-79.05642778
371372,North Carolina,HOKE ,NOT APPLICABLE,0,1,2021-12-24,34.99554444,-79.27371389
371373,North Carolina,IREDELL ,NOT APPLICABLE,0,1,2021-12-01,35.60613333,-80.935125
371374,North Carolina,JACKSON ,NOT APPLICABLE,0,1,2021-12-10,35.24971389,-83.12876389
371375,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-12-13,35.19956111,-77.71587222
371376,North Carolina,JONES ,NOT APPLICABLE,0,1,2021-12-22,35.05645833,-77.20571944
371377,North Carolina,LENOIR ,NOT APPLICABLE,0,1,2021-12-07,35.22513333,-77.63371389
371378,North Carolina,LINCOLN ,NOT APPLICABLE,0,1,2021-12-04,35.47972222,-81.10888889
371379,North Carolina,MARTIN ,NOT APPLICABLE,0,1,2021-12-25,35.72288056,-76.98064444
371380,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-12-04,35.26706389,-80.74130556
371381,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-12-06,35.09126944,-80.80408333
371382,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-12-06,35.20729722,-80.71136667
371384,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-12-11,35.29039722,-80.91251667
371385,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-12-30,35.189225,-80.76153333
371386,North Carolina,MECKLENBURG ,CHARLOTTE,0,2,2021-12-26,35.17550833,-80.71913333
371387,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-12-10,35.24730833,-79.26343611
371388,North Carolina,MOORE ,NOT APPLICABLE,0,1,2021-12-24,35.34757778,-79.38023611
371389,North Carolina,NEW HANOVER ,WILMINGTON,1,1,2021-12-05,34.23156389,-77.829075
371390,North Carolina,NEW HANOVER ,WILMINGTON,2,1,2021-12-04,34.21651389,-77.88073333
371391,North Carolina,ONSLOW ,JACKSONVILLE,1,1,2021-12-10,34.74610278,-77.37940278
371392,North Carolina,ONSLOW ,JACKSONVILLE,1,1,2021-12-15,34.74511111,-77.36878056
371393,North Carolina,ONSLOW ,NOT APPLICABLE,1,1,2021-12-04,34.71100833,-77.29805
371394,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-12-12,36.07909444,-79.23028056
371395,North Carolina,ORANGE ,NOT APPLICABLE,0,1,2021-12-29,36.08241389,-79.225225
371396,North Carolina,PASQUOTANK ,NOT APPLICABLE,0,1,2021-12-06,36.42093611,-76.37256667
371397,North Carolina,PENDER ,NOT APPLICABLE,1,1,2021-12-13,34.50475278,-77.90274444
371398,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-12-22,34.35324167,-78.01311944
371399,North Carolina,PENDER ,NOT APPLICABLE,0,1,2021-12-31,34.56864722,-77.97871667
371400,North Carolina,PITT ,GREENVILLE,0,1,2021-12-03,35.59690556,-77.33746944
371401,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-12-02,35.59267778,-77.55840833
371402,North Carolina,PITT ,NOT APPLICABLE,0,2,2021-12-11,35.78909444,-77.37155833
371403,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-12-29,35.64237778,-77.62574167
371404,North Carolina,RANDOLPH ,NOT APPLICABLE,1,1,2021-12-06,35.74473333,-79.63388611
371405,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-12-15,35.76378333,-79.77963333
371406,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-12-05,34.58311667,-79.30070278
371407,North Carolina,ROBESON ,NOT APPLICABLE,0,1,2021-12-05,34.56520833,-79.05731111
371408,North Carolina,ROBESON ,NOT APPLICABLE,1,1,2021-12-09,34.55777778,-78.972375
371409,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-12-06,36.39328056,-79.55446944
371410,North Carolina,ROCKINGHAM ,NOT APPLICABLE,1,1,2021-12-09,36.37615,-79.6557
371411,North Carolina,ROWAN ,NOT APPLICABLE,0,1,2021-12-19,35.50803333,-80.5638
371412,North Carolina,ROWAN ,GRANITE QUARRY,1,1,2021-12-26,35.60938889,-80.46051944
371413,North Carolina,SCOTLAND ,NOT APPLICABLE,1,1,2021-12-15,34.77111389,-79.33522222
371414,North Carolina,STANLY ,NOT APPLICABLE,0,1,2021-12-08,35.29619444,-80.285225
371415,North Carolina,STANLY ,NOT APPLICABLE,1,1,2021-12-08,35.32976944,-80.27983333
371416,North Carolina,UNION ,NOT APPLICABLE,0,1,2021-12-16,35.044575,-80.53101111
371417,North Carolina,WAKE ,NOT APPLICABLE,1,1,2021-12-03,35.89810833,-78.50086111
371418,North Carolina,JOHNSTON ,NOT APPLICABLE,1,1,2021-12-17,35.60569444,-78.56385
371419,North Carolina,WATAUGA ,NOT APPLICABLE,1,1,2021-12-05,36.25504722,-81.86254167
371420,North Carolina,WAYNE ,NOT APPLICABLE,0,1,2021-12-12,35.44110278,-77.83958889
371421,North Carolina,WILKES ,NOT APPLICABLE,0,3,2021-12-17,36.18345278,-81.29935833
371422,North Carolina,WILSON ,WILSON,1,1,2021-12-25,35.76272222,-77.9917
371423,North Carolina,GUILFORD ,GREENSBORO,1,1,2021-12-31,36.06493611,-79.78235833
371424,North Carolina,WAKE ,RALEIGH,1,1,2021-08-22,35.74262778,-78.63108611
371425,North Carolina,IREDELL ,STATESVILLE,0,1,2021-09-03,35.77571111,-80.91101944
371426,North Carolina,DAVIDSON ,LEXINGTON,1,1,2021-08-09,35.83328611,-80.26790556
371427,North Carolina,LEE ,SANFORD,0,1,2021-09-20,35.439225,-79.12598889
371428,North Carolina,WAYNE ,MOUNT OLIVE,0,1,2021-08-05,35.21303611,-78.06886667
371429,North Carolina,BURKE ,MORGANTON,0,1,2021-09-04,35.73469167,-81.70858333
371430,North Carolina,NEW HANOVER ,WILMINGTON,1,1,2021-10-01,34.2427,-77.89054722
371431,North Carolina,GASTON ,GASTONIA,0,1,2021-10-05,35.26073611,-81.17616389
371432,North Carolina,GUILFORD ,HIGH POINT,1,1,2021-10-09,35.94341667,-79.97498056
371433,North Carolina,MCDOWELL ,MARION,1,1,2021-10-06,35.69306389,-81.99155278
371434,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-10-11,35.237525,-80.83994444
371435,North Carolina,WAKE ,RALEIGH,0,5,2021-10-17,35.79846389,-78.63919444
371436,North Carolina,PITT ,GREENVILLE,0,1,2021-10-08,35.63556389,-77.37065
371437,North Carolina,WAKE ,RALEIGH,1,1,2021-10-17,35.77823333,-78.683875
371438,North Carolina,BEAUFORT ,NOT APPLICABLE,0,1,2021-09-13,35.56075556,-76.99621667
371439,North Carolina,HALIFAX ,ROANOKE RAPIDS,2,2,2021-10-24,36.43155556,-77.63220278
371440,North Carolina,LENOIR ,KINSTON,1,1,2021-10-28,35.28100556,-77.58756389
371441,North Carolina,NASH ,ROCKY MOUNT,0,1,2021-10-28,35.96245556,-77.82024167
371442,North Carolina,BRUNSWICK ,LELAND,0,1,2021-11-01,34.23768889,-78.03164722
371443,North Carolina,FORSYTH ,WINSTON SALEM,1,1,2021-11-04,36.09571667,-80.23440278
371444,North Carolina,CATAWBA ,HICKORY,1,1,2021-10-30,35.74185833,-81.30433611
371445,North Carolina,IREDELL ,STATESVILLE,0,1,2021-11-02,35.80175,-80.87536111
371446,North Carolina,JOHNSTON ,SMITHFIELD,1,1,2021-11-05,35.51540278,-78.35431389
371447,North Carolina,GUILFORD ,HIGH POINT,0,1,2021-11-09,35.93073333,-80.02325556
371448,North Carolina,PITT ,AYDEN,0,1,2021-11-13,35.49226667,-77.41684167
371449,North Carolina,DAVIE ,NOT APPLICABLE,0,1,2021-10-06,35.96347778,-80.42164167
371450,North Carolina,NEW HANOVER ,WILMINGTON,0,1,2021-10-23,34.20997778,-77.90842778
371451,North Carolina,CLEVELAND ,SHELBY,0,1,2021-11-02,35.27908333,-81.54332222
371452,North Carolina,CATAWBA ,HICKORY,0,2,2021-11-07,35.73064444,-81.35488889
371453,North Carolina,EDGECOMBE ,ROCKY MOUNT,0,1,2021-11-11,35.94669167,-77.78043889
371454,North Carolina,BLADEN ,NOT APPLICABLE,0,1,2021-11-14,34.73104722,-78.78579444
371455,North Carolina,WAKE ,MORRISVILLE,0,1,2021-11-14,35.81066389,-78.84014167
371456,North Carolina,WAKE ,RALEIGH,0,1,2021-05-26,35.83156667,-78.60284444
371457,North Carolina,WAKE ,RALEIGH,0,1,2021-07-11,35.77211944,-78.59761944
371458,North Carolina,JOHNSTON ,CLAYTON,1,1,2021-10-03,35.66098333,-78.48728056
371459,North Carolina,CATAWBA ,NOT APPLICABLE,0,1,2021-11-18,35.6733,-81.0894
371460,North Carolina,WAKE ,RALEIGH,0,1,2021-11-21,35.83906667,-78.54296944
371462,North Carolina,HALIFAX ,NOT APPLICABLE,0,1,2021-10-30,36.40764722,-77.70677778
371463,North Carolina,ROCKINGHAM ,NOT APPLICABLE,0,1,2021-11-07,36.35476389,-79.74483333
371464,North Carolina,JOHNSTON ,SMITHFIELD,0,1,2021-11-14,35.50556667,-78.32709444
371465,North Carolina,RANDOLPH ,NOT APPLICABLE,0,1,2021-11-22,35.82668333,-79.68464444
371466,North Carolina,DUPLIN ,ROSE HILL,0,1,2021-06-04,34.82583333,-78.03230833
371467,North Carolina,UNION ,MONROE,1,1,2021-08-08,34.98768889,-80.53066111
371468,North Carolina,WAKE ,NOT APPLICABLE,0,1,2021-11-17,35.79891111,-78.7197
371469,North Carolina,WAKE ,RALEIGH,0,1,2021-11-30,35.90230833,-78.58118611
371470,North Carolina,DAVIDSON ,LEXINGTON,0,1,2021-10-13,35.83400556,-80.27863889
371471,North Carolina,MECKLENBURG ,CHARLOTTE,1,1,2021-11-04,35.24918333,-80.77125
371472,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-11-24,35.27497222,-80.80571111
371473,North Carolina,CRAVEN ,HAVELOCK,1,1,2021-12-09,34.887725,-76.91519444
371474,North Carolina,LENOIR ,NOT APPLICABLE,0,2,2021-09-02,35.37118889,-77.45621111
371475,North Carolina,GREENE ,NOT APPLICABLE,0,1,2021-12-15,35.47273056,-77.61674722
371477,North Carolina,WAKE ,RALEIGH,0,1,2021-06-18,35.88849444,-78.55564722
371478,North Carolina,TRANSYLVANIA ,BREVARD,0,1,2021-11-26,35.22876944,-82.74546944
371479,North Carolina,HARNETT ,NOT APPLICABLE,0,1,2021-12-16,35.53146944,-78.75496389
371480,North Carolina,MECKLENBURG ,CHARLOTTE,0,1,2021-12-16,35.27670556,-80.80943056
371481,North Carolina,WAKE ,RALEIGH,0,1,2021-05-05,35.75285,-78.62705556
371482,North Carolina,CLEVELAND ,Other,0,1,2021-07-31,35.22896389,-81.52029167
371483,North Carolina,WAKE ,RALEIGH,0,1,2021-08-19,35.88421389,-78.74051111
371484,North Carolina,DURHAM ,DURHAM,0,1,2021-12-01,36.01540556,-78.86821111
371485,North Carolina,DAVIDSON ,NOT APPLICABLE,0,1,2021-12-09,35.78923056,-80.21629167
371486,North Carolina,STOKES ,NOT APPLICABLE,1,1,2021-12-10,36.43195833,-80.0345
371487,North Carolina,DAVIDSON ,NOT APPLICABLE,1,1,2021-12-16,35.91053333,-80.05542222
371488,North Carolina,MITCHELL ,NOT APPLICABLE,0,1,2021-12-20,35.90216944,-82.13401111
371489,North Carolina,PITT ,NOT APPLICABLE,0,1,2021-12-20,35.71528056,-77.31408611
371490,North Carolina,NORTHAMPTON ,NOT APPLICABLE,0,1,2021-12-21,36.49095,-77.48571667
371491,North Carolina,MECKLENBURG ,MATTHEWS,0,1,2021-12-23,35.11012778,-80.68833889
